Date,Open,High,Low,Close,Adj Close,Volume
1/2/1962,7.374124,7.374124,7.291268,7.291268,1.613217,407940
1/3/1962,7.291268,7.355003,7.291268,7.355003,1.62732,305955
1/4/1962,7.355003,7.355003,7.278521,7.281708,1.611103,274575
1/5/1962,7.272148,7.272148,7.125558,7.138305,1.579375,384405
1/8/1962,7.131931,7.131931,6.9471,7.004461,1.549761,572685
1/9/1962,7.036329,7.176546,7.036329,7.087317,1.568093,517770
1/10/1962,7.100064,7.131931,7.100064,7.100064,1.570913,313800
1/11/1962,7.119184,7.176546,7.119184,7.176546,1.587835,337335
1/12/1962,7.189293,7.24028,7.189293,7.189293,1.590657,462855
1/15/1962,7.214786,7.237094,7.214786,7.22116,1.597707,266730
1/16/1962,7.214786,7.214786,7.144678,7.144678,1.580784,266730
1/17/1962,7.112811,7.112811,7.010835,7.029955,1.555401,439320
1/18/1962,7.049076,7.119184,7.049076,7.049076,1.559633,392250
1/19/1962,7.049076,7.068196,6.972594,7.055449,1.561042,423630
1/22/1962,7.055449,7.125558,7.036329,7.042702,1.558222,290265
1/23/1962,7.039516,7.049076,6.959847,6.972594,1.542711,392250
1/24/1962,6.972594,7.010835,6.93754,7.010835,1.551171,431475
1/25/1962,7.010835,7.068196,6.921606,6.934353,1.53425,337335
1/26/1962,6.934353,6.959847,6.896112,6.899299,1.526494,258885
1/29/1962,6.899299,6.9471,6.781389,6.781389,1.500406,611910
1/30/1962,6.781389,6.81963,6.695347,6.695347,1.481369,776655
1/31/1962,6.762269,6.908859,6.762269,6.908859,1.528608,800190
2/1/1962,6.978967,7.087317,6.978967,7.068196,1.563863,674670
2/2/1962,7.068196,7.112811,7.036329,7.112811,1.573734,533460
2/5/1962,7.112811,7.112811,6.985341,7.023582,1.553991,329490
2/6/1962,7.023582,7.036329,6.998088,7.029955,1.555613,274575
2/7/1962,7.036329,7.07457,7.036329,7.036329,1.557024,266730
2/8/1962,7.036329,7.07457,7.036329,7.042702,1.558434,23535
2/9/1962,7.042702,7.09369,7.010835,7.09369,1.569717,455010
2/12/1962,7.09369,7.151052,7.087317,7.100064,1.571128,298110
2/13/1962,7.100064,7.106437,6.985341,6.985341,1.54574,274575
2/14/1962,6.985341,7.010835,6.959847,6.972594,1.542921,219660
2/15/1962,6.972594,6.972594,6.940727,6.9471,1.53728,243195
2/16/1962,6.9471,6.972594,6.940727,6.940727,1.535869,235350
2/19/1962,6.940727,6.972594,6.857871,6.870618,1.520355,298110
2/20/1962,6.873805,6.908859,6.873805,6.873805,1.52106,305955
2/21/1962,6.873805,6.921606,6.822817,6.822817,1.509777,384405
2/23/1962,6.832377,6.857871,6.832377,6.845124,1.514714,305955
2/26/1962,6.845124,6.851498,6.806883,6.81963,1.509072,313800
2/27/1962,6.81963,6.876992,6.781389,6.832377,1.511894,368715
2/28/1962,6.832377,6.845124,6.794136,6.845124,1.514714,282420
3/1/1962,6.870618,6.92798,6.870618,6.92798,1.533048,298110
3/2/1962,6.985341,7.023582,6.985341,6.985341,1.54574,258885
3/5/1962,6.985341,6.985341,6.934353,6.959847,1.540099,376560
3/6/1962,6.959847,6.991714,6.9471,6.966221,1.541509,196125
